指标名称,中国:CPI:食品:环比,中国:CPI:非食品:环比,中国:CPI:不包括食品和能源(核心CPI):环比_x,中国:CPI:消费品:环比,中国:CPI:服务:环比,中国:CPI:食品烟酒:环比,中国:CPI:食品烟酒:粮食:环比,中国:CPI:食品烟酒:食用油:环比,中国:CPI:食品烟酒:鲜菜:环比,中国:CPI:食品烟酒:畜肉类:环比,中国:CPI:食品烟酒:畜肉类:猪肉:环比,中国:CPI:食品烟酒:畜肉类:牛肉:环比,中国:CPI:食品烟酒:畜肉类:羊肉:环比,中国:CPI:食品烟酒:水产品:环比,中国:CPI:食品烟酒:蛋类:环比,中国:CPI:食品烟酒:奶类:环比,中国:CPI:食品烟酒:鲜果:环比,中国:CPI:食品烟酒:卷烟:环比,中国:CPI:食品烟酒:酒类:环比,中国:CPI:衣着:环比,中国:CPI:衣着:服装:环比,中国:CPI:衣着:鞋类:环比,中国:CPI:居住:环比,中国:CPI:居住:租赁房房租:环比,中国:CPI:居住:水电燃料:环比,中国:CPI:生活用品及服务:环比,中国:CPI:生活用品及服务:家用器具:环比,中国:CPI:生活用品及服务:家庭服务:环比,中国:CPI:交通和通信:环比,中国:CPI:交通和通信:交通工具:环比,中国:CPI:交通和通信:交通工具用燃料:环比,中国:CPI:交通和通信:交通工具使用和维修:环比,中国:CPI:交通和通信:通信工具:环比,中国:CPI:交通和通信:通信服务:环比,中国:CPI:交通和通信:邮递服务:环比,中国:CPI:教育文化和娱乐:环比,中国:CPI:教育文化和娱乐:教育服务:环比,中国:CPI:教育文化和娱乐:旅游:环比,中国:CPI:医疗保健:环比,中国:CPI:医疗保健:中药:环比,中国:CPI:医疗保健:西药:环比,中国:CPI:医疗保健:医疗服务:环比,中国:CPI:其他用品和服务:环比,中国:CPI:交通和通信:交通工具使用和维修:环比.1,中国:CPI:食品:当月同比,中国:CPI:非食品:当月同比,中国:CPI:不包括食品和能源(核心CPI):当月同比_x,中国:CPI:消费品:当月同比,中国:CPI:服务:当月同比,中国:CPI:食品烟酒:当月同比,中国:CPI:食品烟酒:粮食:当月同比,中国:CPI:食品烟酒:食用油:当月同比,中国:CPI:食品烟酒:鲜菜:当月同比,中国:CPI:食品烟酒:畜肉类:当月同比,中国:CPI:食品烟酒:畜肉类:猪肉:当月同比,中国:CPI:食品烟酒:畜肉类:牛肉:当月同比,中国:CPI:食品烟酒:畜肉类:羊肉:当月同比,中国:CPI:食品烟酒:水产品:当月同比,中国:CPI:食品烟酒:蛋类:当月同比,中国:CPI:食品烟酒:奶类:当月同比,中国:CPI:食品烟酒:鲜果:当月同比,中国:CPI:食品烟酒:烟草:当月同比,中国:CPI:食品烟酒:酒类:当月同比,中国:CPI:衣着:当月同比,中国:CPI:衣着:服装:当月同比,中国:CPI:衣着:鞋类:当月同比,中国:CPI:居住:当月同比,中国:CPI:居住:租赁房房租:当月同比,中国:CPI:居住:水电燃料:当月同比,中国:CPI:生活用品及服务:当月同比,中国:CPI:生活用品及服务:家用器具:当月同比,中国:CPI:生活用品及服务:家庭服务:当月同比,中国:CPI:交通和通信:当月同比,中国:CPI:交通和通信:交通工具:当月同比,中国:CPI:交通和通信:交通工具用燃料:当月同比,中国:CPI:交通和通信:交通工具使用和维修:当月同比,中国:CPI:交通和通信:通信工具:当月同比,中国:CPI:交通和通信:通信服务:当月同比,中国:CPI:交通和通信:邮递服务:当月同比,中国:CPI:教育文化和娱乐:当月同比,中国:CPI:教育文化和娱乐:教育服务:当月同比,中国:CPI:教育文化和娱乐:旅游:当月同比,中国:CPI:医疗保健:当月同比,中国:CPI:医疗保健:中药:当月同比,中国:CPI:医疗保健:西药:当月同比,中国:CPI:医疗保健:医疗服务:当月同比,中国:CPI:其他用品和服务:当月同比,中国:PPI:煤炭开采和洗选业:当月同比,中国:PPI:石油和天然气开采业:当月同比,中国:PPI:黑色金属矿采选业:当月同比,中国:PPI:有色金属矿采选业:当月同比,中国:PPI:非金属矿采选业:当月同比,中国:PPI:农副食品加工业:当月同比,中国:PPI:食品制造业:当月同比,中国:PPI:酒、饮料和精制茶制造业:当月同比,中国:PPI:烟草制品业:当月同比,中国:PPI:纺织业:当月同比,中国:PPI:纺织服装、服饰业:当月同比,中国:PPI:皮革、毛皮、羽毛及其制品和制鞋业:当月同比,中国:PPI:木材加工及木、竹、藤、棕、草制品业:当月同比,中国:PPI:家具制造业:当月同比,中国:PPI:造纸及纸制品业:当月同比,中国:PPI:印刷业和记录媒介的复制:当月同比,中国:PPI:文教、工美、体育和娱乐用品制造业:当月同比,中国:PPI:石油、煤炭及其他燃料加工业:当月同比,中国:PPI:化学原料及化学制品制造业:当月同比,中国:PPI:医药制造业:当月同比,中国:PPI:化学纤维制造业:当月同比,中国:PPI:橡胶和塑料制品业:当月同比,中国:PPI:非金属矿物制品业:当月同比,中国:PPI:黑色金属冶炼及压延加工业:当月同比,中国:PPI:有色金属冶炼及压延加工业:当月同比,中国:PPI:金属制品业:当月同比,中国:PPI:通用设备制造业:当月同比,中国:PPI:专用设备制造业:当月同比,中国:PPI:汽车制造业:当月同比,中国:PPI:铁路、船舶、航空航天和其他运输设备制造业:当月同比,中国:PPI:电气机械及器材制造业:当月同比,中国:PPI:计算机、通信和其他电子设备制造业:当月同比,中国:PPI:仪器仪表制造业:当月同比,中国:PPI:其他制造业:当月同比,中国:PPI:废弃资源综合利用业:当月同比,中国:PPI:金属制品、机械和设备修理业:当月同比,中国:PPI:电力、热力的生产和供应业:当月同比,中国:PPI:燃气生产和供应业:当月同比,中国:PPI:水的生产和供应业:当月同比,中国:PPI:煤炭开采和洗选业:环比,中国:PPI:石油和天然气开采业:环比,中国:PPI:黑色金属矿采选业:环比,中国:PPI:有色金属矿采选业:环比,中国:PPI:非金属矿采选业:环比,中国:PPI:农副食品加工业:环比,中国:PPI:食品制造业:环比,中国:PPI:酒、饮料和精制茶制造业:环比,中国:PPI:烟草制品业:环比,中国:PPI:纺织业:环比,中国:PPI:纺织服装、服饰业:环比,中国:PPI:木材加工及木、竹、藤、棕、草制品业:环比,中国:PPI:造纸及纸制品业:环比,中国:PPI:印刷业和记录媒介的复制:环比,中国:PPI:石油、煤炭及其他燃料加工业:环比,中国:PPI:化学原料及化学制品制造业:环比,中国:PPI:医药制造业:环比,中国:PPI:化学纤维制造业:环比,中国:PPI:橡胶和塑料制品业:环比,中国:PPI:非金属矿物制品业:环比,中国:PPI:黑色金属冶炼及压延加工业:环比,中国:PPI:有色金属冶炼及压延加工业:环比,中国:PPI:金属制品业:环比,中国:PPI:通用设备制造业:环比,中国:PPI:专用设备制造业:环比,中国:PPI:汽车制造业:环比,中国:PPI:铁路、船舶、航空航天和其他运输设备制造业:环比,中国:PPI:电气机械及器材制造业:环比,中国:PPI:计算机、通信和其他电子设备制造业:环比,中国:PPI:电力、热力的生产和供应业:环比,中国:PPI:燃气生产和供应业:环比,中国:PPI:水的生产和供应业:环比,中国:CPI:当月同比,中国:CPI:环比,中国:CPI:不包括食品和能源(核心CPI):当月同比_y,中国:CPI:不包括食品和能源(核心CPI):环比_y,万得一致预测:中国:CPI:当月同比,万得一致预测:中国:核心CPI:当月同比,中国:PPI:全部工业品:当月同比,中国:PPI:全部工业品:环比,万得一致预测:中国:PPI:当月同比,中国:制造业PMI:生产,中国:制造业PMI:新订单,中国:制造业PMI:出厂价格,中国:制造业PMI:大型企业,中国:制造业PMI:中型企业,中国:制造业PMI:小型企业,中国:制造业PMI,中国:非制造业PMI:建筑业,中国:非制造业PMI:服务业,中国:非制造业PMI:商务活动,中国:M1:同比,中国:M2:同比,中国:社会融资规模存量:同比,中国:社会融资规模:当月值,中国:出口金额:当月同比,中国:规模以上工业增加值:当月同比,中国:社会消费品零售总额:当月同比,中国:金融机构:新增人民币贷款:居民户:中长期:当月值,中国:金融机构:新增人民币贷款:企(事)业单位:中长期:当月值,中国:金融机构:新增人民币贷款:当月值,中国:社会融资规模:新增人民币贷款:当月值,中国:城镇调查失业率,中国:31个大城市:城镇调查失业率
2015-09-30,-0.0942,0.1991,0.261,0.0153,0.3028,,0.0306,-0.0987,-1.038,0.4006,0.3945,0.124,-0.6419,-1.2129,2.9253,-0.1131,-1.4502,-0.0079,-0.2059,0.8234,0.8021,1.0832,0.0906,0.2253,-0.0731,0.0662,-0.0382,0.3524,-0.3566,-0.3772,-2.4735,0.2,-0.3625,-0.0038,,0.5264,1.1208,-0.0397,0.1937,0.3067,0.3281,0.1094,,0.2,2.7236,1.0242,1.6362,1.3866,2.1052,,1.4152,-2.1572,10.3789,8.154,17.3501,0.5472,-6.4405,1.8766,-10.2363,-0.9225,-10.7222,6.7715,-0.4377,2.7966,2.861,2.8312,0.7853,2.9277,-2.3043,1.0018,0.014,6.0797,-2.1397,-2.1039,-18.245,1.9,-3.5641,-0.1247,,1.3917,2.2343,1.0752,2.1044,3.0921,2.8798,2.7666,,-15.4,-40.6,-19.9,-10.0,-2.4,-1.5,-0.2,-0.3,0.5,-2.5,0.9,1.1,-0.5,0.7,-1.2,-0.7,-0.5,-24.5,-8.3,0.3,-11.4,-3.5,-4.0,-18.7,-11.5,-3.4,-1.2,-0.9,-1.0,-0.4,-2.3,-1.4,-0.8,-2.0,-12.3,-1.7,-2.0,-3.7,2.1,-1.0,-7.3,-1.1,-0.3,-0.2,-0.2,-0.2,-0.1,0.0,-0.1,0.2,0.0,0.0,-0.1,-2.2,-1.1,-0.1,0.0,-0.2,-0.1,-1.9,-0.5,-0.3,0.0,,0.0,0.0,,0.3,0.0,-0.3,0.0,1.5956,0.0992,1.6362,0.261,1.84,,-5.945,-0.4015,-5.92,52.3,50.2,,51.1,48.5,46.8,49.8,55.2,53.0,53.4,11.4,13.1,12.5,13571.0,-4.05,5.7,10.9,3256.0,3555.0,10500.0,10417.0,,
2015-10-31,-1.0006,0.0734,0.0635,-0.3788,-0.0807,,0.1263,0.0197,-5.627,-0.9236,-1.9124,0.0697,-0.8451,-0.7763,-6.8789,-0.0284,-0.4921,-0.0156,0.2191,0.6151,0.752,0.2849,0.0197,0.0967,-0.0176,0.0456,-0.0756,0.2966,-0.0255,-0.1676,0.6526,0.2,-0.1075,0.0152,,-0.2726,-0.0066,-1.7662,0.2297,0.2361,0.3612,0.1911,,0.2,1.9415,0.9274,1.4731,0.9981,1.9235,,1.2131,-2.2382,4.672,7.1646,15.789,0.1847,-7.0125,2.0889,-13.8343,-1.0258,-9.1439,6.6705,-0.362,2.4298,2.5696,2.1386,0.6152,2.6936,-2.437,0.8404,-0.121,5.7891,-1.8516,-2.2757,-15.5157,1.8,-3.4456,-0.2261,,1.1195,2.0663,0.0132,2.2034,3.1105,3.0734,2.8573,,-15.8,-39.9,-18.5,-9.8,-2.6,-1.8,-0.3,-0.5,0.4,-2.3,0.9,1.0,-0.7,0.6,-1.1,-0.6,-0.3,-22.5,-8.3,0.1,-10.9,-3.7,-4.3,-19.1,-11.3,-3.6,-1.3,-1.0,-1.1,-0.3,-2.4,-1.5,-0.9,-1.5,-13.2,-1.6,-1.7,-4.0,2.0,-0.9,-2.7,-0.7,-0.9,-0.2,-0.5,0.0,-0.2,0.0,-0.1,0.3,-0.2,0.0,0.0,0.2,-0.7,-0.1,-1.1,-0.3,-0.1,-1.8,-1.0,-0.5,-0.1,,-0.1,0.1,,-0.3,0.0,0.0,0.0,1.2674,-0.2917,1.4731,0.0635,1.42,,-5.9,-0.4,-5.85,52.2,50.3,,51.0,48.7,46.6,49.8,57.1,52.3,53.1,14.0,13.5,,5593.0,-7.05,5.6,11.0234,1998.0,1519.0,5136.0,5574.0,,
2015-11-30,-0.0306,0.0024,0.0122,0.0411,-0.1288,,0.0364,-0.0095,2.8108,-1.448,-2.8428,0.0127,-1.4545,-0.7864,-1.0623,0.1851,1.5607,-0.0097,0.076,0.59,0.6667,0.4306,0.0037,0.0109,0.1014,0.0523,-0.0165,0.2676,-0.2492,-0.1237,-1.2656,0.1,0.0699,0.0207,,-0.5778,0.0781,-3.1086,0.4037,0.2597,0.0895,1.8621,,0.1,2.3222,1.0647,1.5179,1.2382,2.0886,,1.1304,-1.4149,9.4095,6.2346,13.9391,-0.0449,-8.019,2.2754,-13.6162,-0.6619,-7.2284,6.6834,-0.1801,2.1963,2.2527,2.142,0.7231,2.7582,-1.9373,0.8313,-0.2665,5.9513,-1.4076,-2.3332,-12.4471,1.9,-3.2586,-0.1118,,1.2018,2.1884,0.1883,2.5616,3.2009,3.1084,4.5207,,-16.8,-36.5,-18.0,-10.4,-2.5,-2.1,-0.4,-0.4,0.4,-2.2,0.8,0.9,-0.8,0.4,-1.2,-0.7,0.0,-20.6,-7.9,0.3,-10.7,-3.9,-4.3,-19.9,-13.5,-4.0,-1.4,-1.1,-1.1,-0.5,-2.6,-1.6,-0.9,-1.6,-14.9,-1.4,-1.8,-3.3,2.0,-1.1,-1.5,-1.3,-1.7,0.0,-0.4,-0.1,-0.1,0.0,-0.2,0.0,-0.1,-0.1,-0.1,-1.9,-0.8,0.0,-1.0,-0.4,0.1,-1.8,-3.2,-0.6,-0.2,,-0.1,-0.1,,-0.2,0.2,0.2,0.0,1.4856,-0.0087,1.5179,0.0122,1.38,,-5.9,-0.5,-5.86,51.9,49.8,,51.2,48.3,44.8,49.6,58.1,52.8,53.6,15.7,13.7,,10255.0,-7.08,6.2,11.1722,3278.0,1317.0,7089.0,8873.0,,
2015-12-31,1.531,-0.0304,-0.0118,0.719,-0.0413,,0.1015,-0.0059,13.7177,-0.2947,-0.4651,-0.059,-1.088,1.2552,1.3396,-0.2287,2.2873,-0.0285,-0.0254,-0.0146,-0.0481,0.0413,-0.0076,-0.0243,0.1946,0.0379,-0.0011,0.1647,-0.1865,-0.09,-2.1984,0.0,0.0333,0.0029,,-0.1395,0.0426,-0.7818,0.1694,0.2636,0.205,0.274,,0.0,2.7,1.1,1.474,1.4664,2.0549,,1.1505,-0.625,11.7501,6.1848,14.0275,-0.4245,-8.8902,2.5494,-11.0772,-0.5145,-6.8845,6.6478,-0.1106,2.0463,2.0476,2.1534,0.7789,2.6357,-1.2274,0.8037,-0.2457,5.7382,-1.2724,-2.2306,-11.7329,1.7,-3.1788,-0.125,,1.3118,2.1938,0.9264,2.5051,3.2409,3.166,4.4543,,-17.2,-37.3,-17.6,-10.5,-2.8,-1.6,-0.3,-0.5,0.2,-2.2,0.6,1.0,-1.0,0.6,-1.1,-0.7,-0.1,-18.7,-6.9,0.0,-10.8,-3.6,-4.2,-20.8,-13.9,-4.2,-1.4,-1.3,-1.2,-0.5,-2.8,-1.9,-0.8,-1.6,-16.3,-1.7,-1.9,-5.2,1.8,-0.7,-9.2,-2.3,-1.2,-0.2,0.0,0.0,-0.1,0.0,-0.3,-0.1,-0.2,-0.1,-0.1,-2.4,-0.9,-0.1,-1.7,-0.3,-0.2,-2.2,-1.7,-0.5,-0.1,,-0.1,-0.1,,-0.2,0.2,-3.1,0.1,1.6,0.49653,1.474,-0.0118,1.53,,-5.9,-0.6,-5.68,52.2,50.2,,50.9,49.6,44.9,49.7,58.3,53.7,54.4,15.2,13.3,12.4,18114.0,-1.89,5.9,11.1,2924.0,3464.0,5978.0,8323.0,,
2016-01-31,2.0,0.2,0.2,0.6,0.4,1.4,-0.1,0.1,7.2,1.5,2.5,0.2,-0.5,2.3,3.3,0.0,4.0,0.0,-0.3,-0.4,-0.4,-0.3,0.1,-0.1,0.3,0.1,-0.1,1.9,0.0,-0.1,-0.7,0.3,-0.4,-0.2,0.1,0.6,0.1,3.7,0.3,0.4,0.4,0.2,0.7,0.3,4.1,1.2,1.5,1.5,2.2,3.6,0.7,0.2,14.7,10.8,18.8,-0.1,-9.5,2.7,-3.9,0.0,-6.8,6.5,0.0,1.9,1.9,2.0,1.4,2.6,-0.7,0.6,-0.8,5.3,-1.6,-2.2,-7.1,1.5,-3.9,-0.3,0.8,1.7,2.1,3.7,2.9,4.1,2.3,3.0,-0.4,-17.8,-38.3,-18.9,-10.1,-1.7,-1.0,-0.2,-0.5,0.1,-2.9,0.5,1.1242,-0.7,0.76,-1.0,-0.9,-0.56,-13.5,-6.3,0.3,-9.7,-3.0,-4.2,-19.0,-12.1,-4.3,-1.6,-1.25,-1.1,-1.0,-2.722,-1.7,-0.48,0.83,-12.01,0.88,-3.1,-8.3,1.5,-1.5,-16.6,-2.5,0.6,0.1,0.2,0.0,-0.1,0.0,-0.4,0.3,0.2,-0.1,0.1,-2.6,-0.7,0.4,-1.4,-0.3,-0.5,0.1,0.0,-0.2,-0.2,,-0.1,-0.2,,-0.1,-1.1,-2.7,0.5,1.8,0.5,1.5,0.2,1.9,,-5.3,-0.5,-5.31,51.4,49.5,44.0,50.3,49.0,46.1,49.4,57.8,52.7,53.5,18.6,14.0,13.1,34758.0,-15.25,5.865724,,4783.0,10600.0,25100.0,25370.0,,
2016-02-29,6.7,0.3,0.3,2.2,0.5,4.6,0.3,0.3,29.9,4.9,6.3,1.6,2.1,6.0,0.1,-0.2,6.9,0.0,-0.2,-0.4,-0.5,0.1,0.1,0.3,-0.1,0.1,-0.2,2.3,0.3,0.0,-0.9,2.6,-0.4,0.0,0.6,0.6,0.2,2.8,0.1,0.2,0.3,0.1,1.6,2.6,7.3,1.0,1.3,2.6,1.8,5.8,0.6,0.7,30.6,15.1,25.4,0.3,-7.8,3.5,-3.6,0.1,-7.9,6.3,0.1,1.6,1.6,1.6,1.3,2.6,-1.0,0.3,-1.0,3.8,-1.6,-2.2,-6.0,2.2,-3.6,-0.4,0.6,0.9,2.2,-0.7,2.8,4.0,2.4,2.8,0.4,-17.6,-36.1,-18.4,-8.1,-2.1,-0.7,-0.3,-0.5,0.1,-2.7,0.3,1.1417,-0.8,0.85,-0.8,-0.9,0.0,-14.3,-5.9,0.4,-9.3,-3.1,-4.4,-16.2,-10.7,-4.3,-1.7,-1.36,-1.2,-1.1,-2.4427,-1.7,-0.42,0.81,-12.21,1.07,-3.7,-9.8,1.7,-0.8,-13.6,-0.9,1.2,-0.5,0.2,-0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,-3.9,-0.6,0.2,-0.5,-0.5,-0.5,0.5,0.1,-0.3,-0.2,,-0.1,-0.1,,0.0,-0.6,-1.2,0.2,2.3,1.6,1.3,0.3,1.87,,-4.9,-0.3,-4.82,50.2,48.6,47.3,49.9,49.0,44.4,49.0,55.2,52.2,52.7,17.4,13.3,12.7,8312.0,-27.96,4.906937,10.2,1820.0,5022.0,7266.000000000001,8105.0,,
2016-03-31,-1.8,-0.1,0.0,-0.6,-0.2,-1.2718,-0.1362,0.2,-5.5311,-1.2331,-1.3,-1.4,-1.0,-2.8182,-7.4006,0.0,-2.0214,0.0,0.3,0.4941,0.4,0.8,0.3383,0.9,-0.3,-0.1658,-0.1,-1.9,-0.6915,-0.2,0.0,-2.2,-0.2,0.0,-0.6,-0.7212,0.2,-4.8,0.2788,0.5,0.5,0.2,0.2531,-2.2,7.6,1.0,1.5,2.5,1.9,5.9697,0.4698,1.1,35.766,16.4923,28.4,-0.1,-7.7,2.696,-5.7573,0.1,-10.213,6.4,0.3,1.533,1.5,1.5,1.3144,2.7,-1.3,0.3777,-0.9,3.9,-2.6172,-2.4,-10.9,1.3,-3.5,-0.4,0.5,1.1713,2.0,1.1,3.095,4.4,2.8,3.1,1.7197,-16.6,-33.8,-13.1,-4.3,-2.1,-0.3,-0.2,-0.6,0.2,-2.5,0.3,1.2,-0.8,0.8,-0.7,-0.8,1.8,-18.0,-5.5,0.3,-7.3,-2.8,-4.3,-10.9,-8.3,-3.6,-1.4,-1.4,-1.2,-0.7,-2.2,-1.8,-0.3,0.7,-10.2,1.0,-3.8,-10.2,1.6,-0.6,9.9,3.6,2.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.2,0.9,0.0,1.4,0.1,-0.2,4.9,2.3,0.3,0.0,,-0.1,0.0,,-0.3,-0.1,-0.6,0.0,2.301391,-0.430538,1.5,0.0,2.44,,-4.3,0.5,-4.63,52.3,51.4,50.9,51.5,49.1,48.1,50.2,58.0,53.1,53.8,22.1,13.4,13.4,23931.0,7.53,6.8,10.5,4397.0,5078.0,13700.0,13176.0,,
2016-04-30,-1.4,0.1,0.2,-0.4,0.2,-0.9033,0.0225,0.5,-12.549,2.1889,3.2,-0.4,-0.6,0.477,-0.9518,-0.1,-0.9549,0.0,0.0,0.1373,0.2,0.0,0.1625,0.2,-0.1,0.0515,-0.1,0.1,0.0504,-0.2,0.3,0.0,-0.3,0.0,0.0,0.1157,0.1,0.4,0.3477,0.5,0.6,0.2,0.146,0.0,7.4,1.1,1.5,2.5,2.0,5.8912,0.4274,1.8,22.6452,20.0776,33.5,0.4,-6.8,4.1224,-1.5649,0.3,-7.8827,6.4,0.3,1.4707,1.5,1.3,1.4058,2.7,-1.1,0.4769,-1.0,3.9,-2.3737,-2.3,-9.9,1.4,-3.4,-0.3,0.6,1.1589,2.1,0.9,3.2263,4.7,3.5,3.0,1.6569,-14.5,-26.7,-7.5,-3.5,-1.7,-0.3,-0.4,-0.7,0.2,-2.5,0.5,0.9,-0.8,0.8,-0.8,-0.9,1.4,-16.1,-5.1,0.3,-7.0,-2.9,-3.6,-2.4,-7.7,-2.6,-1.3,-1.2,-1.2,-0.6,-2.1,-1.9,-0.3,-0.1,-8.4,1.0,-4.0,-10.2,2.0,-0.3,12.8,3.2,1.2,-0.1,0.0,-0.2,-0.1,0.0,-0.1,-0.1,0.0,-0.1,-0.1,1.0,0.8,0.0,0.7,-0.2,0.2,8.4,1.0,0.6,-0.1,,-0.1,0.0,,-0.4,-0.4,-0.5,0.6,2.327865,-0.179414,1.5,0.2,2.32,,-3.4,0.7,-3.72,52.2,51.0,51.7,51.0,50.0,46.9,50.1,59.4,52.5,53.5,22.9,12.8,13.1,7809.0,-5.24,6.0,10.1,4280.0,-430.0,5556.0,5642.0,,
2016-05-31,-2.7,0.1,0.1,-0.7,0.0,-1.7607,0.1219,0.5,-21.4994,1.6165,2.3,-0.2,-0.1,0.2343,-0.0806,-0.1,-1.3366,0.0,0.1,0.1265,0.2,-0.1,0.0647,0.1,-0.2,0.0224,-0.1,0.2,0.3479,-0.2,3.6,0.0,-0.4,0.0,0.0,-0.0961,0.1,-0.7,0.2261,0.3,0.4,0.1,0.3158,0.0,5.9,1.1,1.6,2.0,2.1,4.7353,0.5578,2.5,6.4062,20.8305,33.6,0.5,-5.1,4.8501,-0.2151,0.2,-7.5927,3.0,0.5,1.5421,1.5,1.5,1.5571,2.8,-0.9,0.6387,-0.9,4.2,-2.6022,-2.3,-11.5,1.4,-3.3,-0.1,0.7,1.2063,2.3,0.5,3.473,4.9,3.9,3.2,2.2204,-10.2,-21.5,-4.2,-2.4,-1.3,-0.3,-0.5,-0.7,0.2,-2.6,0.5,0.9,-0.5,1.0,-0.8,-1.0,1.9,-15.6,-5.4,0.3,-8.3,-3.1,-2.8,1.7,-7.7,-2.0,-1.1,-1.1,-1.2,-0.4,-2.3,-1.8,-0.1,-0.1,-4.4,1.0,-3.0,-10.6,2.2,1.8,12.3,2.5,1.7,0.0,0.1,-0.1,-0.1,0.0,-0.1,-0.1,0.0,-0.1,-0.2,4.1,0.4,-0.2,-0.2,-0.2,0.4,2.5,1.0,0.2,0.1,,-0.2,0.2,,-0.1,-0.4,-0.7,0.3,2.038999,-0.455855,1.6,0.1,2.2,,-2.8,0.5,-3.34,52.3,50.7,49.7,50.3,50.5,48.6,50.1,59.4,52.0,53.1,23.7,11.8,12.6,6770.0,-6.93,6.0,10.0,5281.0,1825.0,9855.0,9374.0,,
2016-06-30,-1.4,0.2,0.1,-0.4,0.3,-0.9382,0.0494,0.1,-12.4565,0.834,1.1,-0.1,-0.3,1.1395,-1.0058,0.0,-2.4969,0.0,-0.1,-0.3139,-0.3,-0.5,0.0983,0.3,0.0,0.0121,-0.2,0.3,0.6593,-0.2,3.9,0.1,-0.3,0.0,0.0,0.3193,0.1,2.1,0.4566,0.5,0.8,0.3,0.1376,0.1,4.6,1.2,1.6,1.7,2.2,3.6716,0.6165,2.6,-6.4718,19.2122,30.1,0.5,-5.0,5.4988,0.2938,0.0,-3.4021,0.3,0.4,1.4061,1.4,1.3,1.6033,2.8,-0.7,0.5876,-1.1,4.4,-1.8033,-2.0,-8.1,1.5,-2.8,0.0,0.6,1.3883,2.3,1.5,3.7738,5.1,4.4,3.4,2.6077,-6.9,-19.9,-5.8,-1.1,-1.2,0.2,-0.4,-0.8,0.1,-2.3,0.6,1.2,-0.3,1.1,-0.8,-0.7,2.5,-11.8,-5.4,0.4,-7.6,-3.2,-2.2,-1.3,-6.1,-2.0,-1.1,-1.3,-1.3,-0.2,-2.0,-1.6,-0.1,0.6,-5.1,1.8,-2.5,-10.5,2.1,0.9,9.1,-2.1,0.9,0.0,0.3,0.0,-0.1,0.0,0.1,0.1,0.0,0.0,0.0,4.1,-0.3,0.0,-0.8,-0.2,0.1,-5.1,-0.2,-0.2,0.0,,-0.2,0.1,,0.0,-0.3,-0.4,0.1,1.879503,-0.131235,1.6,0.1,1.83,,-2.6,-0.2,-2.53,52.5,50.5,47.0,51.0,49.1,47.4,50.0,62.0,52.2,53.7,24.6,11.8,12.4,16479.0,-6.83,6.2,10.6,5639.0,4105.0,13799.999999999998,13141.0,,
2016-07-31,-0.2,0.3,0.3,-0.1,0.6,-0.1038,-0.0173,0.0,3.7892,-1.3055,-2.1,0.0,-0.4,0.5607,-1.5409,-0.2,-1.8845,0.0,0.2,-0.4202,-0.5,-0.5,0.1453,0.4,-0.1,0.0293,0.0,0.3,0.0972,-0.2,-0.3,0.0,-0.5,-0.1,0.0,1.015,0.1,5.9,0.7193,0.3,0.4,0.8,1.3581,0.0,3.3,1.4,1.8,1.4,2.3,2.811,0.446,2.3,-4.3293,11.3073,16.1,0.4,-5.3,5.8109,-1.9642,-0.4,0.4587,0.2,0.5,1.3517,1.3,1.3,1.5972,2.8,-0.5,0.5737,-1.1,4.5,-1.5895,-2.0,-6.3,1.4,-3.1,-0.2,0.5,1.6063,2.3,2.9,4.2618,5.0,4.7,4.0,4.3537,-5.3,-15.9,-3.7,4.4,-1.1,0.1,-0.3,-1.2,0.1,-1.4,0.7,1.2,0.4,1.2,-0.8,-0.8,4.9,-9.2,-4.7,0.2,-6.3,-3.0,-1.8,2.0,-2.0,-1.5,-1.0,-1.3,-1.1,0.0,-1.7,-1.3,-0.2,1.0,-2.8,2.2,-2.5,-10.6,2.0,0.6,1.8,0.4,2.8,0.0,0.1,0.0,-0.4,0.0,0.6,0.0,0.7,-0.1,-0.1,0.4,-0.2,-0.1,0.3,0.0,-0.2,0.2,2.5,0.0,-0.1,,0.2,0.0,,0.0,-0.3,-0.3,0.1,1.765113,0.194549,1.8,0.3,1.46,,-1.7,0.2,-1.98,52.1,50.4,50.0,51.2,48.9,46.9,49.9,61.1,52.6,53.9,25.4,10.2,12.2,4791.0,-6.47,6.0,10.2,4773.0,1514.0,4636.0,4550.0,,
